original_title,vote_average,release_year,original_language
This Is Where I Leave You,6.5,2014.0,en
Doubt,7.0,2008.0,en
Team America: World Police,6.6,2004.0,en
Texas Chainsaw 3D,5.3,2013.0,en
Copycat,6.4,1995.0,en
Scary Movie 5,4.6,2013.0,en
Paint Your Wagon,6.2,1969.0,en
Milk,7.1,2008.0,en
Risen,5.7,2016.0,en
Ghost Ship,5.3,2002.0,en
A Very Harold & Kumar Christmas,6.0,2011.0,en
Wild Things,6.3,1998.0,en
The Stepfather,5.4,2009.0,en
The Debt,6.3,2010.0,en
High Fidelity,7.0,2000.0,en
One Missed Call,4.7,2008.0,en
Eye for an Eye,5.8,1996.0,en
The Bank Job,6.6,2008.0,en
Eternal Sunshine of the Spotless Mind,7.9,2004.0,en
You Again,6.0,2010.0,en
Street Kings,6.3,2008.0,en
The World's End,6.7,2013.0,en
Nancy Drew,5.8,2007.0,en
Daybreakers,6.0,2009.0,en
She's Out of My League,5.9,2010.0,en
Monte Carlo,6.0,2011.0,en
Stay Alive,5.3,2006.0,en
Quigley Down Under,6.5,1990.0,en
Alpha and Omega,5.3,2010.0,en
The Covenant,5.2,2006.0,en
Stick It,6.3,2006.0,en
Shorts,5.1,2009.0,en
To Die For,6.7,1995.0,en
Nerve,7.1,2016.0,en
Appaloosa,6.3,2008.0,en
Vampires,5.8,1998.0,en
Psycho,8.2,1960.0,en
My Best Friend's Girl,5.4,2008.0,en
Endless Love,6.7,2014.0,en
Georgia Rule,5.6,2007.0,en
Under the Rainbow,4.9,1981.0,en
Ladyhawke,6.8,1985.0,en
Simon Birch,6.5,1998.0,en
Reign Over Me,7.1,2007.0,en
Into the Wild,7.8,2007.0,en
School for Scoundrels,5.6,2006.0,en
Silent Hill: Revelation 3D,5.0,2012.0,en
From Dusk Till Dawn,6.9,1996.0,en
Pooh's Heffalump Movie,6.4,2005.0,en
Home for the Holidays,6.3,1995.0,en
功夫,7.2,2004.0,cn
The Country Bears,4.3,2002.0,en
The Kite Runner,7.3,2007.0,en
21 Grams,7.2,2003.0,en
Paparazzi,5.8,2004.0,en
A Guy Thing,5.3,2003.0,en
Loser,5.0,2000.0,en
Capitalism: A Love Story,7.0,2009.0,en
The Greatest Story Ever Told,6.5,1965.0,en
Secret in Their Eyes,6.2,2015.0,en
Disaster Movie,3.0,2008.0,en
Armored,5.5,2009.0,en
The Man Who Knew Too Little,6.5,1997.0,en
What's Your Number?,6.2,2011.0,en
Lockout,5.8,2012.0,en
Envy,4.8,2004.0,en
Crank: High Voltage,5.9,2009.0,en
Bullets Over Broadway,7.0,1994.0,en
One Night with the King,6.1,2006.0,en
The Quiet American,6.4,2002.0,en
The Weather Man,6.0,2005.0,en
Undisputed,6.1,2002.0,en
Ghost Town,6.4,2008.0,en
12 Rounds,5.7,2009.0,en
Let Me In,6.7,2010.0,en
3 Ninjas Kick Back,4.5,1994.0,en
Be Kind Rewind,6.2,2008.0,en
Mrs Henderson Presents,6.4,2005.0,en
Triple 9,5.6,2016.0,en
Deconstructing Harry,7.3,1997.0,en
Three to Tango,5.4,1999.0,en
Burnt,6.3,2015.0,en
We're No Angels,5.6,1989.0,en
Everyone Says I Love You,6.5,1996.0,en
Death Sentence,6.5,2007.0,en
Everybody's Fine,6.5,2009.0,en
Superbabies: Baby Geniuses 2,1.9,2004.0,en
The Man,5.4,2005.0,en
Code Name: The Cleaner,4.7,2007.0,en
Connie and Carla,6.4,2004.0,en
Sweet Charity,6.5,1969.0,en
Inherent Vice,6.5,2014.0,en
Doogal,3.2,2006.0,en
Battle of the Year,5.9,2013.0,en
An American Carol,4.1,2008.0,en
Machete Kills,5.3,2013.0,en
Willard,5.8,2003.0,en
Strange Wilderness,4.7,2008.0,en
Topsy-Turvy,6.7,1999.0,en
Little Boy,7.0,2015.0,en
A Dangerous Method,6.2,2011.0,en
A Scanner Darkly,6.8,2006.0,en
Chasing Mavericks,7.0,2012.0,en
Alone in the Dark,3.1,2005.0,en
Bandslam,5.4,2009.0,en
Birth,5.9,2004.0,en
A Most Violent Year,6.5,2014.0,en
Passchendaele,6.3,2008.0,en
Flash of Genius,6.3,2008.0,en
I'm Not There.,6.6,2007.0,en
The Cold Light of Day,4.8,2012.0,en
The Brothers Bloom,6.8,2008.0,en
"Synecdoche, New York",7.4,2008.0,en
もののけ姫,8.2,1997.0,ja
Bon voyage,5.7,2003.0,fr
Can't Stop the Music,4.9,1980.0,en
The Proposition,7.1,2005.0,en
My All American,6.8,2015.0,en
Marci X,3.3,2003.0,en
Equilibrium,6.9,2002.0,en
黃石的孩子,6.5,2008.0,zh
The Yards,6.0,2000.0,en
The Oogieloves in the Big Balloon Adventure,2.2,2012.0,en
By the Sea,5.4,2015.0,en
Steamboy,6.4,2004.0,ja
The Game of Their Lives,5.8,2005.0,en
All Good Things,5.9,2010.0,en
Rapa Nui,6.2,1994.0,en
長江七號,6.1,2008.0,cn
Les Visiteurs 2 : Les Couloirs du temps,5.8,1998.0,fr
Dylan Dog: Dead of Night,4.5,2011.0,en
People I Know,5.5,2002.0,en
The Tempest,6.0,2010.0,en
Regression,5.3,2015.0,en
三国之见龙卸甲,6.6,2008.0,en
Butterfly on a Wheel,6.3,2007.0,en
Zambezia,5.3,2012.0,en
ராமானுஜன்,5.0,2014.0,ta
Dwegons,0.5,2014.0,en
Hands of Stone,6.1,2016.0,en
Survivor,5.4,2015.0,en
The Frozen Ground,6.1,2013.0,en
The Painted Veil,7.1,2006.0,en
Der Baader Meinhof Komplex,7.1,2008.0,de
Dances with Wolves,7.6,1990.0,en
Bad Teacher,5.4,2011.0,en
Sea of Love,6.7,1989.0,en
A Cinderella Story,6.1,2004.0,en
Scream,7.0,1996.0,en
Thir13en Ghosts,5.4,2001.0,en
The Shining,8.1,1980.0,en
Back to the Future,8.0,1985.0,en
House on Haunted Hill,5.5,1999.0,en
I Can Do Bad All By Myself,6.0,2009.0,en
Fight Valley,3.9,2016.0,en
The Switch,5.9,2010.0,en
Just Married,5.3,2003.0,en
The Devil's Double,6.5,2011.0,en
Thomas and the Magic Railroad,4.6,2000.0,en
The Crazies,6.2,2010.0,en
千と千尋の神隠し,8.3,2001.0,ja
風暴,5.9,2013.0,zh
The Bounty,6.5,1984.0,en
The Book Thief,7.4,2013.0,en
Sex Drive,6.0,2008.0,en
Leap Year,6.4,2010.0,en
The Fall of the Roman Empire,6.0,1964.0,en
Take Me Home Tonight,6.2,2011.0,en
Won't Back Down,5.8,2012.0,en
The Nutcracker,5.6,1993.0,en
Kansas City,6.1,1996.0,en
Indignation,6.8,2016.0,en
The Amityville Horror,6.0,2005.0,en
Adaptation.,7.3,2002.0,en
Land of the Dead,6.0,2005.0,en
逃出生天,5.8,2013.0,cn
Fear and Loathing in Las Vegas,7.2,1998.0,en
The Invention of Lying,6.0,2009.0,en
Neighbors,6.2,2014.0,en
The Mask,6.6,1994.0,en
Big,6.9,1988.0,en
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,2006.0,en
Legally Blonde,6.1,2001.0,en
Star Trek III: The Search for Spock,6.4,1984.0,en
The Exorcism of Emily Rose,6.3,2005.0,en
Deuce Bigalow: Male Gigolo,5.5,1999.0,en
Left Behind,3.7,2014.0,en
The Family Stone,6.2,2005.0,en
Barbershop 2:  Back in Business,5.6,2004.0,en
Bad Santa,6.5,2003.0,en
Austin Powers: International Man of Mystery,6.5,1997.0,en
My Big Fat Greek Wedding 2,5.5,2016.0,en
Diary of a Wimpy Kid: Rodrick Rules,6.3,2011.0,en
Predator,7.3,1987.0,en
Amadeus,7.8,1984.0,en
Prom Night,4.8,2008.0,en
Mean Girls,6.9,2004.0,en
Under the Tuscan Sun,6.4,2003.0,en
Gosford Park,6.8,2001.0,en
Peggy Sue Got Married,5.9,1986.0,en
Birdman,7.4,2014.0,en
Blue Jasmine,7.0,2013.0,en
United 93,6.9,2006.0,en
Honey,6.0,2003.0,en
Spy Hard,4.9,1996.0,en
The Fog,6.4,1980.0,en
Soul Surfer,6.9,2011.0,en
Catch-22,6.7,1970.0,en
Observe and Report,5.6,2009.0,en
Conan the Destroyer,5.8,1984.0,en
Raging Bull,7.7,1980.0,en
Love Happens,5.6,2009.0,en
Young Sherlock Holmes,6.7,1985.0,en
Fame,5.5,2009.0,en
127 Hours,7.0,2010.0,en
Small Time Crooks,6.4,2000.0,en
Center Stage,6.8,2000.0,en
Love the Coopers,5.4,2015.0,en
Catch That Kid,4.9,2004.0,en
Life as a House,7.2,2001.0,en
Steve Jobs,6.8,2015.0,en
"I Love You, Beth Cooper",5.1,2009.0,en
Youth in Revolt,5.9,2009.0,en
The Legend of the Lone Ranger,3.7,1981.0,en
The Tailor of Panama,6.2,2001.0,en
Blow Out,7.3,1981.0,en
Getaway,4.9,2013.0,en
The Ice Storm,6.9,1997.0,en
And So It Goes,5.7,2014.0,en
Troop Beverly Hills,5.6,1989.0,en
Being Julia,6.4,2004.0,en
Nine 1/2 Weeks,5.8,1986.0,en
Dragonslayer,6.5,1981.0,en
The Last Station,6.7,2009.0,en
Ed Wood,7.3,1994.0,en
Labor Day,6.7,2013.0,en
Монгол,6.5,2007.0,ru
RockNRolla,6.9,2008.0,en
Megaforce,3.5,1982.0,en
Hamlet,7.3,1996.0,en
Mao's Last Dancer,6.8,2009.0,en
Midnight Special,6.2,2016.0,en
Anything Else,6.2,2003.0,en
The Railway Man,6.7,2013.0,en
Das weisse Band,7.2,2009.0,de
Restoration,5.3,2016.0,en
The Wraith,5.9,1986.0,en
Salton Sea,7.0,2002.0,en
Metallica: Through the Never,6.7,2013.0,en
The Informers,4.4,2008.0,en
Carlos,6.7,2010.0,en
I Come with the Rain,5.6,2009.0,en
One Man's Hero,9.3,1999.0,en
Day of the Dead,6.9,1985.0,en
I Am Wrath,4.5,2016.0,en
Renaissance,6.7,2006.0,fr
Red Sonja,5.0,1985.0,en
Red Lights,6.0,2012.0,en
Superbad,7.0,2007.0,en
Madea Goes to Jail,6.4,2009.0,en
Wolves,5.7,2014.0,en
Step Up 2: The Streets,6.5,2008.0,en
Hoodwinked!,5.9,2005.0,en
Hotel Rwanda,7.5,2004.0,en
Hitman,5.9,2007.0,en
Black Nativity,5.8,2013.0,en
The Prince,4.6,2014.0,en
City of Ghosts,5.4,2002.0,en
The Others,7.4,2001.0,en
Aliens,7.7,1986.0,en
My Fair Lady,7.4,1964.0,en
I Know What You Did Last Summer,5.6,1997.0,en
Let's Be Cops,6.4,2014.0,en
Sideways,6.9,2004.0,en
Beerfest,5.8,2006.0,en
Halloween,7.4,1978.0,en
Good Boy!,4.7,2003.0,en
The Best Man Holiday,6.7,2013.0,en
Smokin' Aces,6.4,2006.0,en
Saw 3D,5.8,2010.0,en
40 Days and 40 Nights,5.2,2002.0,en
A Night at the Roxbury,5.9,1998.0,en
Beastly,6.0,2011.0,en
The Hills Have Eyes,6.1,2006.0,en
Dickie Roberts: Former Child Star,5.1,2003.0,en
"McFarland, USA",7.4,2015.0,en
Lottery Ticket,5.6,2010.0,en
ATL,6.0,2006.0,en
Pitch Perfect,7.3,2012.0,en
Summer Catch,4.8,2001.0,en
A Simple Plan,6.9,1998.0,en
They,4.6,2002.0,en
Larry the Cable Guy: Health Inspector,3.3,2006.0,en
The Adventures of Elmo in Grouchland,6.3,1999.0,en
Brooklyn's Finest,6.2,2009.0,en
55 Days at Peking,6.3,1963.0,en
Evil Dead,6.4,2013.0,en
My Life in Ruins,5.6,2009.0,en
American Dreamz,4.9,2006.0,en
Superman IV: The Quest for Peace,4.1,1987.0,en
How She Move,3.0,2008.0,en
Running Scared,7.0,2006.0,en
Bobby Jones: Stroke of Genius,5.5,2004.0,en
Shanghai Surprise,2.9,1986.0,en
The Illusionist,7.1,2006.0,en
Roar,5.6,1981.0,en
Veronica Guerin,6.8,2003.0,en
Escobar: Paradise Lost,6.1,2014.0,en
Southland Tales,5.2,2006.0,en
Chasseurs de dragons,6.5,2008.0,fr
Damnation Alley,5.0,1977.0,en
The Apparition,4.5,2012.0,en
My Girl,7.0,1991.0,en
Fur: An Imaginary Portrait of Diane Arbus,5.8,2006.0,en
Wall Street,7.0,1987.0,en
Sense and Sensibility,7.2,1995.0,en
Becoming Jane,6.9,2007.0,en
Sydney White,6.0,2007.0,en
House of Sand and Fog,7.0,2003.0,en
Dead Poets Society,8.1,1989.0,en
Dumb and Dumber,6.5,1994.0,en
When Harry Met Sally...,7.3,1989.0,en
The Verdict,7.4,1982.0,en
Road Trip,5.9,2000.0,en
Varsity Blues,6.0,1999.0,en
The Artist,7.3,2011.0,en
The Unborn,4.8,2009.0,en
Moonrise Kingdom,7.6,2012.0,en
The Texas Chainsaw Massacre: The Beginning,5.9,2006.0,en
The Young Messiah,6.4,2016.0,en
The Master of Disguise,3.7,2002.0,en
El laberinto del fauno,7.6,2006.0,es
See Spot Run,4.8,2001.0,en
Baby Boy,7.4,2001.0,en
The Roommate,5.3,2011.0,en
Joe Dirt,5.5,2001.0,en
Double Impact,5.3,1991.0,en
Hot Fuzz,7.4,2007.0,en
The Women,4.6,2008.0,en
Vicky Cristina Barcelona,6.7,2008.0,en
Arn: Tempelriddaren,6.4,2007.0,sv
Boys and Girls,5.4,2000.0,en
White Oleander,7.2,2002.0,en
Jennifer's Body,5.3,2009.0,en
Drowning Mona,5.4,2000.0,en
Radio Days,7.0,1987.0,en
Remember Me,6.9,2010.0,en
How to Deal,5.7,2003.0,en
My Stepmother is an Alien,5.3,1988.0,en
Philadelphia,7.6,1993.0,en
The Thirteenth Floor,6.8,1999.0,en
The Cookout,4.6,2004.0,en
Meteor,5.1,1979.0,en
Duets,5.5,2000.0,en
Hollywood Ending,6.4,2002.0,en
Detroit Rock City,6.7,1999.0,en
Highlander,6.8,1986.0,en
Things We Lost in the Fire,6.7,2007.0,en
Steel,4.3,1997.0,en
The Immigrant,6.2,2013.0,en
The White Countess,6.9,2005.0,en
Trance,6.5,2013.0,en
Soul Plane,4.7,2004.0,en
Bienvenue chez les ch'tis,6.8,2008.0,fr
Good,6.3,2008.0,en
Enter the Void,7.2,2009.0,en
Vamps,4.8,2012.0,en
Hachi: A Dog's Tale,7.7,2009.0,en
Zulu,6.7,2013.0,en
The Homesman,6.4,2014.0,en
Juwanna Mann,4.2,2002.0,en
Ararat,5.7,2002.0,en
Madison,5.3,2001.0,en
Slow Burn,5.5,2005.0,en
Wasabi,6.2,2001.0,fr
Slither,6.3,2006.0,en
Beverly Hills Cop,6.8,1984.0,en
Home Alone,7.1,1990.0,en
Three Men and a Baby,5.8,1987.0,es
Tootsie,6.9,1982.0,en
Top Gun,6.7,1986.0,en
卧虎藏龙,7.2,2000.0,zh
American Beauty,7.9,1999.0,en
The King's Speech,7.6,2010.0,en
Twins,5.7,1988.0,en
The Yellow Handkerchief,6.4,2008.0,en
The Color Purple,7.7,1985.0,en
해운대,6.5,2009.0,ko
The Imitation Game,8.0,2014.0,en
Private Benjamin,6.0,1980.0,en
Coal Miner's Daughter,7.2,1980.0,en
Diary of a Wimpy Kid,5.9,2010.0,en
Mama,6.0,2013.0,en
National Lampoon's Vacation,7.1,1983.0,en
Jackass Presents: Bad Grandpa,6.0,2013.0,en
The Queen,6.8,2006.0,en
Beetlejuice,7.1,1988.0,en
Why Did I Get Married?,6.1,2007.0,en
Little Women,7.0,1994.0,en
The Woman in Black,6.1,2012.0,en
When a Stranger Calls,5.4,2006.0,en
Big Fat Liar,5.6,2002.0,en
The Deer Hunter,7.8,1978.0,en
Wag the Dog,6.7,1997.0,en
The Lizzie McGuire Movie,5.7,2003.0,en
Snitch,5.8,2013.0,en
Krampus,5.9,2015.0,en
The Faculty,6.2,1998.0,en
What's Love Got to Do with It,6.9,1993.0,en
Cop Land,6.6,1997.0,en
Not Another Teen Movie,5.5,2001.0,en
End of Watch,7.2,2012.0,en
The Skulls,5.8,2000.0,en
The Theory of Everything,7.8,2014.0,en
Malibu's Most Wanted,4.7,2003.0,en
Where the Heart Is,6.9,2000.0,en
Lawrence of Arabia,7.8,1962.0,en
Halloween II,5.1,2009.0,en
Wild,7.0,2014.0,en
The Last House on the Left,6.2,2009.0,en
The Wedding Date,6.2,2005.0,en
Halloween: Resurrection,4.5,2002.0,en
The Princess Bride,7.6,1987.0,en
The Great Debaters,6.9,2007.0,en
Drive,7.4,2011.0,en
Confessions of a Teenage Drama Queen,5.1,2004.0,en
The Object of My Affection,5.6,1998.0,en
28 Weeks Later,6.5,2007.0,en
When the Game Stands Tall,6.3,2014.0,en
Because of Winn-Dixie,6.1,2005.0,en
Love & Basketball,7.4,2000.0,en
Grosse Pointe Blank,6.9,1997.0,en
All About Steve,4.7,2009.0,en
Book of Shadows: Blair Witch 2,4.3,2000.0,en
The Craft,6.3,1996.0,en
Match Point,7.3,2005.0,en
Ramona and Beezus,6.1,2010.0,en
The Remains of the Day,7.5,1993.0,en
Boogie Nights,7.5,1997.0,en
Nowhere to Run,5.5,1993.0,en
Flicka,6.1,2006.0,en
The Hills Have Eyes II,5.2,2007.0,en
Urban Legends: Final Cut,4.4,2000.0,en
Tuck Everlasting,6.4,2002.0,en
The Marine,5.0,2006.0,en
Keanu,6.0,2016.0,en
Country Strong,5.9,2010.0,en
Disturbing Behavior,5.5,1998.0,en
The Place Beyond the Pines,6.8,2013.0,en
The November Man,6.0,2014.0,en
Eye of the Beholder,5.3,1999.0,en
The Hurt Locker,7.2,2008.0,en
Firestarter,5.9,1984.0,en
Killing Them Softly,5.8,2012.0,en
A Most Wanted Man,6.5,2014.0,en
Freddy Got Fingered,4.6,2001.0,en
VeggieTales: The Pirates Who Don't Do Anything,5.9,2008.0,en
U2 3D,6.7,2007.0,en
Highlander: Endgame,4.4,2000.0,en
Idlewild,5.1,2006.0,en
One Day,7.0,2011.0,en
Whip It,6.7,2009.0,en
Knockaround Guys,5.9,2001.0,en
Confidence,6.4,2003.0,en
The Muse,5.3,1999.0,en
De-Lovely,6.3,2004.0,en
New York Stories,6.2,1989.0,en
Barney's Great Adventure,2.9,1998.0,en
The Man with the Iron Fists,5.2,2012.0,en
Home Fries,4.8,1998.0,en
Here On Earth,5.4,2000.0,en
Brazil,7.5,1985.0,en
Raise Your Voice,6.0,2004.0,en
The Big Lebowski,7.8,1998.0,en
Black Snake Moan,6.6,2006.0,en
Dark Blue,6.5,2002.0,en
A Mighty Heart,6.7,2007.0,en
Whatever It Takes,5.0,2000.0,en
Boat Trip,4.7,2002.0,en
The Importance of Being Earnest,6.7,2002.0,en
The Love Letter,4.7,1998.0,en
Hoot,5.5,2006.0,en
In Bruges,7.4,2008.0,en
Peeples,5.6,2013.0,en
The Rocker,5.6,2008.0,en
Post Grad,5.0,2009.0,en
Promised Land,6.0,2012.0,en
Whatever Works,6.8,2009.0,en
The In Crowd,4.7,2000.0,en
The Three Burials of Melquiades Estrada,7.0,2005.0,en
Jakob the Liar,6.0,1999.0,en
Kiss Kiss Bang Bang,7.2,2005.0,en
Idle Hands,6.1,1999.0,en
Mulholland Drive,7.6,2001.0,en
Blood and Chocolate,5.4,2007.0,en
You Will Meet a Tall Dark Stranger,5.8,2010.0,en
Never Let Me Go,6.8,2010.0,en
The Company,7.0,2007.0,en
Transsiberian,6.5,2008.0,en
The Clan of the Cave Bear,4.8,1986.0,en
Crazy in Alabama,6.5,1999.0,en
Funny Games,6.3,2007.0,en
Listening,5.5,2015.0,en
Felicia's Journey,6.6,1999.0,en
Metropolis,8.0,1927.0,de
Banlieue 13,6.5,2004.0,fr
Things to Do in Denver When You're Dead,6.7,1995.0,en
刺客聶隱娘,6.6,2015.0,zh
Buffalo Soldiers,6.5,2001.0,en
Возвращение,7.4,2003.0,ru
Ong Bak 2,6.0,2008.0,th
Centurion,5.9,2010.0,en
Silent Trigger,5.0,1996.0,en
The Midnight Meat Train,6.0,2008.0,en
Winnie Mandela,5.2,2011.0,en
The Son of No One,4.8,2011.0,en
All The Queen's Men,6.1,2001.0,en
The Good Night,5.7,2007.0,en
Bathory,5.6,2008.0,en
Khumba,5.8,2013.0,en
Autómata,5.6,2014.0,en
Dungeons & Dragons: Wrath of the Dragon God,4.8,2005.0,en
Chiamatemi Francesco - Il Papa della gente,7.3,2015.0,it
新宿事件,6.7,2009.0,zh
Pandaemonium,4.5,2001.0,en
Groundhog Day,7.4,1993.0,en
Magic Mike XXL,6.3,2015.0,en
Romeo + Juliet,6.7,1996.0,en
Elle s'appelait Sarah,7.2,2010.0,fr
Freedom,5.8,2014.0,en
Unforgiven,7.7,1992.0,en
Manderlay,6.9,2005.0,da
Slumdog Millionaire,7.6,2008.0,en
Fatal Attraction,6.6,1987.0,en
Pretty Woman,7.0,1990.0,en
Crocodile Dundee II,5.5,1988.0,en
Broken Horses,5.0,2015.0,en
Born on the Fourth of July,6.7,1989.0,en
Cool Runnings,6.8,1993.0,en
My Bloody Valentine,5.3,2009.0,en
Stomp the Yard,6.1,2007.0,en
The Spy Who Loved Me,6.6,1977.0,en
Urban Legend,5.6,1998.0,en
Good Deeds,6.2,2012.0,en
White Fang,6.5,1991.0,en
Superstar,5.1,1999.0,en
The Iron Lady,6.2,2011.0,en
Jonah: A VeggieTales Movie,6.4,2002.0,en
Poetic Justice,6.9,1993.0,en
All About the Benjamins,5.8,2002.0,en
Vampire in Brooklyn,4.5,1995.0,en
Exorcist II: The Heretic,4.5,1977.0,en
An American Haunting,5.3,2005.0,en
My Boss's Daughter,4.4,2003.0,en
A Perfect Getaway,6.2,2009.0,en
Our Family Wedding,5.7,2010.0,en
Dead Man on Campus,5.6,1998.0,en
Tea with Mussolini,5.8,1999.0,en
Thinner,5.5,1996.0,en
"New York, New York",6.1,1977.0,en
Crooklyn,6.7,1994.0,en
I Think I Love My Wife,5.0,2007.0,en
Jason X,4.5,2001.0,en
Bobby,6.4,2006.0,en
Head Over Heels,5.3,2001.0,en
Fun Size,5.5,2012.0,en
Le scaphandre et le papillon,7.4,2007.0,fr
Little Children,6.9,2006.0,en
Gossip,5.5,2000.0,en
A Walk on the Moon,6.2,1999.0,en
Catch a Fire,6.4,2006.0,en
Soul Survivors,4.4,2001.0,en
Jefferson in Paris,5.2,1995.0,en
Easy Virtue,6.3,2008.0,en
Caravans,5.8,1978.0,en
Mr. Turner,6.3,2014.0,en
Les herbes folles,5.8,2009.0,fr
Amen.,7.1,2002.0,fr
剑雨,6.7,2010.0,zh
The Lucky Ones,6.3,2008.0,en
Margaret,6.1,2011.0,en
Stan Helsing,4.0,2009.0,en
Flipped,7.4,2010.0,en
Brokeback Mountain,7.5,2005.0,en
Clueless,6.9,1995.0,en
Far from Heaven,6.9,2002.0,en
Hot Tub Time Machine 2,5.0,2015.0,en
Quills,6.8,2000.0,en
Seven Psychopaths,6.7,2012.0,en
The Caveman's Valentine,6.0,2001.0,en
Der Untergang,7.7,2004.0,de
Mar adentro,7.2,2004.0,es
Under the Skin,6.0,2014.0,en
"Good Morning, Vietnam",7.1,1987.0,en
The Last Godfather,4.7,2010.0,en
Justin Bieber: Never Say Never,4.8,2011.0,en
Black Swan,7.3,2010.0,en
The Godfather: Part II,8.3,1974.0,en
Save the Last Dance,6.3,2001.0,en
A Nightmare on Elm Street 4: The Dream Master,5.8,1988.0,en
Miracles from Heaven,6.7,2016.0,en
"Dude, Where’s My Car?",5.2,2000.0,en
Young Guns,6.6,1988.0,en
St. Vincent,7.1,2014.0,en
About Last Night,6.0,2014.0,en
10 Things I Hate About You,7.3,1999.0,en
The New Guy,5.7,2002.0,en
National Lampoon's Loaded Weapon 1,5.7,1993.0,en
The Shallows,6.2,2016.0,en
The Butterfly Effect,7.3,2004.0,en
Snow Day,4.8,2000.0,en
This Christmas,7.1,2007.0,en
Baby Geniuses,3.3,1999.0,en
The Big Hit,6.1,1998.0,en
Harriet the Spy,5.7,1996.0,en
Child's Play 2,5.8,1990.0,en
No Good Deed,5.6,2014.0,en
The Mist,6.7,2007.0,en
Ex Machina,7.6,2015.0,en
Being John Malkovich,7.3,1999.0,en
Two Can Play That Game,6.6,2001.0,en
Earth to Echo,5.7,2014.0,en
Crazy/Beautiful,6.6,2001.0,en
Letters from Iwo Jima,7.2,2006.0,en
The Astronaut Farmer,6.2,2006.0,en
Woo,5.5,1998.0,en
Room,8.1,2015.0,en
Dirty Work,6.5,1998.0,en
Serial Mom,6.4,1994.0,en
Dick,5.7,1999.0,en
Light It Up,6.6,1999.0,en
54,5.5,1998.0,en
Bubble Boy,5.1,2001.0,en
Birthday Girl,6.1,2001.0,en
21 & Over,5.7,2013.0,en
"Paris, je t'aime",6.8,2006.0,fr
Resurrecting the Champ,5.9,2007.0,en
Admission,5.4,2013.0,en
La veuve de Saint-Pierre,6.7,2000.0,en
Chloe,5.9,2009.0,en
Faithful,4.8,1996.0,en
Find Me Guilty,6.5,2006.0,en
The Perks of Being a Wallflower,7.7,2012.0,en
Excessive Force,4.5,1993.0,en
Infamous,6.4,2006.0,en
The Claim,5.6,2000.0,en
The Vatican Tapes,4.6,2015.0,en
Attack the Block,6.3,2011.0,en
In the Land of Blood and Honey,5.8,2011.0,en
The Call,6.6,2013.0,en
인천상륙작전,5.8,2016.0,ko
The Crocodile Hunter: Collision Course,5.3,2002.0,en
I Love You Phillip Morris,6.4,2009.0,en
La Guerre du feu,7.1,1981.0,xx
Antwone Fisher,6.7,2002.0,en
The Emperor's Club,6.9,2002.0,en
True Romance,7.5,1993.0,en
Womb,5.9,2010.0,en
Glengarry Glen Ross,7.5,1992.0,en
The Killer Inside Me,6.0,2010.0,en
Cat People,6.0,1982.0,en
Sorority Row,5.4,2009.0,en
The Prisoner of Zenda,8.4,1937.0,en
Lars and the Real Girl,7.1,2007.0,en
The Boy in the Striped Pyjamas,7.7,2008.0,en
Dancer in the Dark,7.6,2000.0,en
Oscar and Lucinda,6.2,1997.0,en
The Funeral,7.3,1996.0,en
Solitary Man,5.8,2009.0,en
Machete,6.3,2010.0,en
Casino Jack,6.0,2010.0,en
The Land Before Time,7.0,1988.0,en
태극기 휘날리며,7.4,2004.0,ko
The Perfect Game,6.3,2010.0,en
The Exorcist,7.5,1973.0,en
Jaws,7.5,1975.0,en
American Pie,6.4,1999.0,en
Ernest et Célestine,7.6,2012.0,fr
The Golden Child,5.6,1986.0,en
Think Like a Man,6.9,2012.0,en
Barbershop,6.2,2002.0,en
Star Trek II: The Wrath of Khan,7.3,1982.0,en
Ace Ventura: Pet Detective,6.4,1994.0,en
WarGames,7.0,1983.0,en
Witness,7.0,1985.0,en
Act of Valor,6.3,2012.0,en
Step Up,6.7,2006.0,en
Beavis and Butt-Head Do America,6.5,1996.0,en
Jackie Brown,7.3,1997.0,en
Harold & Kumar Escape from Guantanamo Bay,6.2,2008.0,en
Chronicle,6.6,2012.0,en
Yentl,6.2,1983.0,en
Time Bandits,6.6,1981.0,en
Crossroads,4.7,2002.0,en
Project X,6.5,2012.0,en
Patton,7.3,1970.0,en
One Hour Photo,6.6,2002.0,en
Quarantine,5.5,2008.0,en
The Eye,5.5,2008.0,en
Johnson Family Vacation,4.7,2004.0,en
How High,6.3,2001.0,en
The Muppet Christmas Carol,7.2,1992.0,en
Frida,7.3,2002.0,en
Katy Perry: Part of Me,6.5,2012.0,en
The Fault in Our Stars,7.6,2014.0,en
Rounders,6.9,1998.0,en
Top Five,6.3,2014.0,en
Prophecy,5.4,1979.0,en
Stir of Echoes,6.5,1999.0,en
Philomena,7.4,2013.0,en
The Upside of Anger,6.4,2005.0,en
The Boys from Brazil,6.6,1978.0,en
Aquamarine,5.8,2006.0,en
Paper Towns,6.1,2015.0,en
My Baby's Daddy,4.3,2004.0,en
Nebraska,7.4,2013.0,en
Tales from the Crypt: Demon Knight,6.7,1995.0,en
Max Keeble's Big Move,5.4,2001.0,en
Young Adult,5.6,2011.0,en
Crank,6.6,2006.0,en
